	Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
40343	Recording058	participant23_trial02	Entire Recording	1		Saccade	Partial	1	15	75	60							282.88	441.23							
40344	Recording058	participant23_trial02	Entire Recording	1		Saccade	Partial	2	365	405	40							399.9	473.12							
40345	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	3	415	495	80							133.75	172.94							
40346	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	4	525	585	60							237.53	373.55							
40347	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	5	595	615	20							160.29	174.13						0.59902	0.29225
40348	Recording058	participant23_trial02	Entire Recording	1	fullstream	Fixation	Whole	1	615	735	120			0.59902	0.29225	2.85945										
40349	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	6	735	775	40							1030.06	1615.24				0.59902	0.29225		
40350	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	7	964	1014	50							403.17	665.36							
40351	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	8	1024	1094	70							277.82	419.31							
40352	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	9	1114	1154	40							150.7	199.77							
40353	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	10	1164	1184	20							117.27	122.56							
40354	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	11	1234	1294	60							404.94	569.91							
40355	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	12	1314	1334	20							240.03	262.73							
40356	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	13	1354	1374	20							161.29	178.1						0.30544	0.50739
40357	Recording058	participant23_trial02	Entire Recording	1	fullstream	Fixation	Whole	2	1374	1504	130			0.30544	0.50739	2.70075										
40358	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	14	1504	1514	10							100.23	100.23				0.30544	0.50739		
40359	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	15	1524	1554	30							206.34	272.4						0.44405	0.56053
40360	Recording058	participant23_trial02	Entire Recording	1	fullstream	Fixation	Whole	3	1554	1734	180			0.44405	0.56053	2.66756										
40361	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	16	1734	1764	30							147.69	202.03				0.44405	0.56053		
40362	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	17	1804	1864	60							228.39	296.6						0.47213	0.75944
40363	Recording058	participant23_trial02	Entire Recording	1	fullstream	Fixation	Whole	4	1864	2074	210			0.47213	0.75944	2.5515										
40364	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	18	2074	2104	30							265.65	367.48				0.47213	0.75944		
40365	Recording058	participant23_trial02	Entire Recording	1	fullstream	Saccade	Partial	19	2124	2174	50							264.34	410.73						0.45908000000000004	0.54478
40366	Recording058	participant23_trial02	Entire Recording	1	fullstream	Fixation	Whole	5	2174	2484	310			0.45908000000000004	0.54478	2.60121										
