	Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
67717	Recording090	participant18_trial01	Entire Recording	1		Fixation	Partial	1	0	195	195			0.43743000000000004	0.31654	2.8329299999999997										
67718	Recording090	participant18_trial01	Entire Recording	1		Fixation	Partial	2	295	405	110			0.43425	0.3287	2.81961										
67719	Recording090	participant18_trial01	Entire Recording	1		Saccade	Partial	1	485	515	30							427.0	581.05							
67720	Recording090	participant18_trial01	Entire Recording	1		Saccade	Partial	2	575	605	30							210.15	210.83						0.27860999999999997	0.6060300000000001
67721	Recording090	participant18_trial01	Entire Recording	1		Fixation	Whole	3	605	725	120			0.27860999999999997	0.6060300000000001	2.87489										
67722	Recording090	participant18_trial01	Entire Recording	1		Saccade	Partial	3	725	745	20							138.43	155.33				0.27860999999999997	0.6060300000000001		
67723	Recording090	participant18_trial01	Entire Recording	1	fullstream	Saccade	Partial	4	795	815	20							152.94	152.94							
67724	Recording090	participant18_trial01	Entire Recording	1	fullstream	Saccade	Partial	5	1324	1364	40							177.93	190.52							
67725	Recording090	participant18_trial01	Entire Recording	1	fullstream	Saccade	Partial	6	1434	1474	40							125.89	128.56							
67726	Recording090	participant18_trial01	Entire Recording	1	fullstream	Saccade	Partial	7	1724	1754	30							733.65	926.79							
67727	Recording090	participant18_trial01	Entire Recording	1	fullstream	Saccade	Partial	8	1764	1804	40							428.21	582.58							
67728	Recording090	participant18_trial01	Entire Recording	1	fullstream	Saccade	Partial	9	1844	1864	20							711.1	711.1						0.39276	0.78515
67729	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	4	1864	1954	90			0.39276	0.78515	2.63683										
67730	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	5	1974	2094	120			0.44201999999999997	0.7368100000000001	2.57408										
67731	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	6	2114	2194	80			0.4908	0.67629	2.57515										
67732	Recording090	participant18_trial01	Entire Recording	1	fullstream	Saccade	Partial	10	2194	2204	10							105.72	105.72				0.4908	0.67629		
67733	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	7	2274	2394	120			0.5051	0.55499	2.6425099999999997										
67734	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	8	2414	2524	110			0.49845	0.5210199999999999	2.70483										
67735	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	9	2544	2743	200			0.49428999999999995	0.58039	2.65137										
67736	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	10	2823	2953	130			0.50241	0.65571	2.47768										
67737	Recording090	participant18_trial01	Entire Recording	1	fullstream	Saccade	Partial	11	3063	3093	30							160.31	160.31							
67738	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	11	3113	3233	120			0.48493	0.743	2.57973										
67739	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	12	3443	3523	80			0.48252	0.84264	2.60117										
67740	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	13	3563	3663	100			0.47741999999999996	0.81892	2.64098										
67741	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	14	3723	3843	120			0.46831999999999996	0.67666	2.76556										
67742	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	15	3863	4033	170			0.46036000000000005	0.68557	2.69178										
67743	Recording090	participant18_trial01	Entire Recording	1	fullstream	Saccade	Whole	12	4033	4053	20						277.02	130.18	134.05	4.19			0.46036000000000005	0.68557	0.47078000000000003	0.77015
67744	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	16	4053	4253	200			0.47078000000000003	0.77015	2.6433										
67745	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	17	4293	4402	110			0.48776	0.78149	2.65335										
67746	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	18	4442	4542	100			0.48256000000000004	0.7941699999999999	2.6637										
67747	Recording090	participant18_trial01	Entire Recording	1	fullstream	Fixation	Partial	19	4562	4672	110			0.47531999999999996	0.78827	2.65218										
