	Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
60027	Recording079	participant14_trial02	Entire Recording	1		Fixation	Partial	1	0	175	175			0.45152	0.36544	3.32294										
60028	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	2	295	795	500			0.44856999999999997	0.37883	3.10031										
60029	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	1	1014	1044	30							379.37	379.37							
60030	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	3	1064	1144	80			0.46655	0.35181	2.87758										
60031	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	2	1144	1154	10							157.99	157.99				0.46655	0.35181		
60032	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	4	1214	1324	110			0.46355	0.34153	2.9121799999999998										
60033	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	3	1394	1444	50							238.71	252.8							
60034	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	4	1914	1944	30							201.0	238.47							
60035	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	5	1954	2024	70							164.83	210.9							
60036	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	6	2044	2084	40							178.33	199.34						0.15103	0.73234
60037	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	5	2084	2164	80			0.15103	0.73234	3.5090199999999996										
60038	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	7	2244	2274	30							299.78	341.87							
60039	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	8	2494	2524	30							138.26	152.59							
60040	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	9	2563	2573	10							103.97	103.97							
60041	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	10	2623	2643	20							104.52	104.52							
60042	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	11	2713	2763	50							152.02	183.41							
60043	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	6	2783	3023	240			0.41129	0.58639	2.8883099999999997										
60044	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	12	3063	3153	90							338.34	799.49							
60045	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	13	3163	3193	30							142.05	147.64							
60046	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	7	3213	3293	80			0.25108	0.54172	3.16558										
60047	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	14	3363	3403	40							531.36	809.44							
60048	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	8	3473	3563	90			0.65379	0.59446	3.28343										
60049	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	9	3583	3673	90			0.60631	0.60549	3.25645										
60050	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	10	3743	3843	100			0.57093	0.66381	3.09822										
60051	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	11	3863	3953	90			0.57019	0.70012	3.0413										
60052	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	12	4013	4113	100			0.57188	0.71353	3.0146599999999997										
60053	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	15	4133	4163	30							125.39	136.0							
60054	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	16	4312	4322	10							135.72	135.72						0.6054	0.71964
60055	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	13	4322	4402	80			0.6054	0.71964	3.0808400000000002										
60056	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	14	4442	4522	80			0.5728	0.62947	3.04995										
60057	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	15	4562	4712	150			0.55503	0.6127	3.01684										
60058	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	16	4782	4942	160			0.60201	0.6632600000000001	3.06651										
60059	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	17	4992	5002	10							110.0	110.0						0.56557	0.6734100000000001
60060	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	17	5002	5112	110			0.56557	0.6734100000000001	3.02541										
60061	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	18	5192	5202	10							110.39	110.39							
60062	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	18	5262	5352	90			0.597	0.61133	3.11617										
60063	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	19	5442	5492	50							333.53	405.32							
60064	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	20	5542	5572	30							168.46	175.71						0.9521	0.6272300000000001
60065	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	19	5572	5662	90			0.9521	0.6272300000000001	3.10926										
60066	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	21	5732	5742	10							118.13	118.13							
60067	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	20	5832	5971	140			0.8054100000000001	0.63622	3.25463										
60068	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	21	5991	6071	80			0.76642	0.61908	3.2116599999999997										
60069	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	22	6131	6161	30							293.21	293.21							
60070	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	23	6231	6261	30							207.39	252.74						0.6776	0.585
60071	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	22	6261	6361	100			0.6776	0.585	3.00275										
60072	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	24	6521	6531	10							115.05	115.05						0.62139	0.55809
60073	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	23	6531	6761	230			0.62139	0.55809	2.9719599999999997										
60074	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	24	6781	6911	130			0.63878	0.5584	2.98977										
60075	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	25	7081	7171	90			0.65745	0.58507	2.97625										
60076	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	26	7231	7301	70			0.6137	0.55701	3.00794										
60077	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	27	7361	7431	70			0.5950300000000001	0.5295300000000001	3.04638										
60078	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	25	7431	7441	10							116.9	116.9				0.5950300000000001	0.5295300000000001		
60079	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	26	7501	7521	20							137.39	137.39						0.55296	0.5210199999999999
60080	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	28	7521	7591	70			0.55296	0.5210199999999999	3.0510200000000003										
60081	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	29	7611	7690	80			0.55148	0.53046	3.04525										
60082	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	27	7690	7730	40							334.57	400.3				0.55148	0.53046		
60083	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	28	7800	7810	10							103.89	103.89						0.41308	0.5666800000000001
60084	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	30	7810	7890	80			0.41308	0.5666800000000001	2.8954										
60085	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	29	7930	7940	10							110.17	110.17							
60086	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	30	7990	8020	30							133.59	164.13							
60087	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	31	8060	8290	230			0.5611	0.5826899999999999	2.89344										
60088	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	31	8290	8330	40							394.5	550.71				0.5611	0.5826899999999999		
60089	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	32	8350	8380	30							342.24	383.61							
60090	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	33	8400	8450	50							152.53	178.24							
60091	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	34	8510	8530	20							101.85	101.85						0.42636999999999997	0.58124
60092	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	32	8530	8610	80			0.42636999999999997	0.58124	2.83889										
60093	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	35	8670	8680	10							103.84	103.84							
60094	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	36	8780	8800	20							153.24	171.05						0.50705	0.53918
60095	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	33	8800	8990	190			0.50705	0.53918	3.0622599999999998										
60096	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	34	9030	9130	100			0.52608	0.60433	3.05574										
60097	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	37	9130	9140	10							103.09	103.09				0.52608	0.60433		
60098	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	35	9180	9419	240			0.50403	0.5429999999999999	3.26274										
60099	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	38	9459	9479	20							239.48	239.48						0.48277	0.52484
60100	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	36	9479	9579	100			0.48277	0.52484	3.4175199999999997										
60101	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	37	9599	9689	90			0.47078000000000003	0.49638999999999994	3.37998										
60102	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	38	9729	9839	110			0.45521000000000006	0.49503	3.32421										
60103	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	39	9929	9939	10							140.93	140.93							
60104	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	39	10029	10259	230			0.46638	0.5434399999999999	3.2166099999999997										
60105	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	40	10299	10429	130			0.43318	0.5082	3.23025										
60106	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	40	10449	10489	40							348.89	476.8							
60107	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	41	10579	10619	40							242.38	298.36							
60108	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	42	10669	10689	20							100.26	100.26							
60109	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	43	10749	10779	30							150.01	192.74						0.70221	0.60018
60110	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Whole	41	10779	10869	90			0.70221	0.60018	3.342										
60111	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Whole	44	10869	10879	10						227.02	115.41	115.41	1.24			0.70221	0.60018	0.69444	0.60852
60112	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	42	10879	10959	80			0.69444	0.60852	3.27779										
60113	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	45	11058	11078	20							147.96	182.98							
60114	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	46	11088	11108	20							119.9	119.9							
60115	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	47	11198	11218	20							168.34	178.97							
60116	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	48	11278	11298	20							273.48	273.48						0.48216000000000003	0.63497
60117	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Whole	43	11298	11378	80			0.48216000000000003	0.63497	2.92503										
60118	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	49	11378	11398	20							164.43	164.43				0.48216000000000003	0.63497		
60119	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	50	11448	11468	20							130.22	130.22							
60120	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	51	11578	11588	10							116.59	116.59						0.65181	0.56381
60121	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	44	11588	11658	70			0.65181	0.56381	2.9379299999999997										
60122	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	52	11728	11758	30							161.7	190.81							
60123	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	53	11868	11908	40							217.77	335.86							
60124	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	45	11978	12208	230			0.69215	0.56989	3.02146										
60125	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	46	12248	12358	110			0.6513	0.55004	3.10434										
60126	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	47	12378	12478	100			0.6608	0.54697	3.0674200000000003										
60127	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	54	12568	12628	60							348.77	486.09							
60128	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	55	12698	12708	10							109.64	109.64							
60129	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	56	12717	12727	10							101.57	101.57							
60130	Recording079	participant14_trial02	Entire Recording	1	fullstream	Fixation	Partial	48	12827	12897	70			0.29886999999999997	0.60741	3.22727										
60131	Recording079	participant14_trial02	Entire Recording	1	fullstream	Saccade	Partial	57	12987	13017	30							373.55	431.44							
