	Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
52335	Recording069	participant06_trial01	Entire Recording	1		Fixation	Partial	1	0	175	175			0.47853	0.30329	2.88383										
52336	Recording069	participant06_trial01	Entire Recording	1	fullstream	Fixation	Partial	2	305	805	500			0.47798	0.30825	2.9003										
52337	Recording069	participant06_trial01	Entire Recording	1	fullstream	Fixation	Partial	3	884	1014	130			0.48263999999999996	0.31139	2.96939										
52338	Recording069	participant06_trial01	Entire Recording	1	fullstream	Saccade	Partial	1	1014	1084	70							280.2	427.26				0.48263999999999996	0.31139		
52339	Recording069	participant06_trial01	Entire Recording	1	fullstream	Fixation	Partial	4	1124	1194	70			0.17707	0.51478	2.90311										
52340	Recording069	participant06_trial01	Entire Recording	1	fullstream	Saccade	Partial	2	1194	1234	40							165.44	202.09				0.17707	0.51478		
52341	Recording069	participant06_trial01	Entire Recording	1	fullstream	Saccade	Partial	3	1554	1574	20							116.22	120.92							
52342	Recording069	participant06_trial01	Entire Recording	1	fullstream	Saccade	Partial	4	1594	1604	10							150.69	150.69							
52343	Recording069	participant06_trial01	Entire Recording	1	fullstream	Fixation	Partial	5	1654	1734	80			0.27303	0.57899	2.89043										
52344	Recording069	participant06_trial01	Entire Recording	1	fullstream	Saccade	Partial	5	1734	1764	30							184.67	196.46				0.27303	0.57899		
52345	Recording069	participant06_trial01	Entire Recording	1	fullstream	Saccade	Partial	6	1874	1894	20							179.98	185.06							
52346	Recording069	participant06_trial01	Entire Recording	1	fullstream	Saccade	Partial	7	1934	1974	40							162.25	233.54							
52347	Recording069	participant06_trial01	Entire Recording	1	fullstream	Saccade	Partial	8	1994	2044	50							229.47	460.5							
52348	Recording069	participant06_trial01	Entire Recording	1	fullstream	Fixation	Partial	6	2124	2204	80			0.40986000000000006	0.58353	2.82698										
52349	Recording069	participant06_trial01	Entire Recording	1	fullstream	Fixation	Partial	7	2224	2314	90			0.44337	0.5534	2.81032										
52350	Recording069	participant06_trial01	Entire Recording	1	fullstream	Saccade	Partial	9	2314	2334	20							131.34	131.34				0.44337	0.5534		
52351	Recording069	participant06_trial01	Entire Recording	1	fullstream	Fixation	Partial	8	2354	2733	380			0.51476	0.5079899999999999	2.79203										
52352	Recording069	participant06_trial01	Entire Recording	1	fullstream	Saccade	Partial	10	2773	2803	30							178.59	202.49						0.54528	0.4123
52353	Recording069	participant06_trial01	Entire Recording	1	fullstream	Fixation	Partial	9	2803	2913	110			0.54528	0.4123	2.77699										
