	Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
12843	Recording023	participant03_trial01	Entire Recording	1		Saccade	Partial	1	65	85	20							116.22	116.22							
12844	Recording023	participant03_trial01	Entire Recording	1		Saccade	Partial	2	95	145	50							230.36	384.37							
12845	Recording023	participant03_trial01	Entire Recording	1		Saccade	Partial	3	335	385	50							168.3	173.79							
12846	Recording023	participant03_trial01	Entire Recording	1		Saccade	Partial	4	405	455	50							148.44	166.1							
12847	Recording023	participant03_trial01	Entire Recording	1		Saccade	Partial	5	465	515	50							241.55	436.08							
12848	Recording023	participant03_trial01	Entire Recording	1		Saccade	Partial	6	595	635	40							233.78	290.36							
12849	Recording023	participant03_trial01	Entire Recording	1		Saccade	Partial	7	645	675	30							559.49	697.49							
12850	Recording023	participant03_trial01	Entire Recording	1	fullstream	Saccade	Partial	8	755	785	30							250.77	250.77							
12851	Recording023	participant03_trial01	Entire Recording	1	fullstream	Saccade	Partial	9	865	904	40							132.1	155.66							
12852	Recording023	participant03_trial01	Entire Recording	1	fullstream	Saccade	Partial	10	924	954	30							258.98	320.28							
12853	Recording023	participant03_trial01	Entire Recording	1	fullstream	Saccade	Partial	11	974	984	10							100.21	100.21							
12854	Recording023	participant03_trial01	Entire Recording	1	fullstream	Saccade	Partial	12	1014	1024	10							106.84	106.84							
12855	Recording023	participant03_trial01	Entire Recording	1	fullstream	Saccade	Partial	13	1054	1084	30							171.75	190.91							
12856	Recording023	participant03_trial01	Entire Recording	1	fullstream	Saccade	Partial	14	1104	1124	20							125.88	125.88							
12857	Recording023	participant03_trial01	Entire Recording	1	fullstream	Saccade	Partial	15	1134	1164	30							119.69	144.64							
12858	Recording023	participant03_trial01	Entire Recording	1	fullstream	Saccade	Partial	16	1214	1384	170							210.03	449.68							
12859	Recording023	participant03_trial01	Entire Recording	1	fullstream	Saccade	Partial	17	1484	1584	100							234.28	383.49							
12860	Recording023	participant03_trial01	Entire Recording	1	fullstream	Fixation	Partial	1	1644	1884	240			0.5588	0.54165	2.4861299999999997										
12861	Recording023	participant03_trial01	Entire Recording	1	fullstream	Fixation	Partial	2	1904	2024	120			0.54633	0.53284	2.46844										
12862	Recording023	participant03_trial01	Entire Recording	1	fullstream	Saccade	Partial	18	2024	2054	30							104.02	111.82				0.54633	0.53284		
12863	Recording023	participant03_trial01	Entire Recording	1	fullstream	Fixation	Partial	3	2094	2174	80			0.55183	0.41122	2.43528										
12864	Recording023	participant03_trial01	Entire Recording	1	fullstream	Fixation	Partial	4	2194	2284	90			0.5524100000000001	0.42873999999999995	2.40725										
12865	Recording023	participant03_trial01	Entire Recording	1	fullstream	Saccade	Partial	19	2404	2424	20							163.8	191.88							
12866	Recording023	participant03_trial01	Entire Recording	1	fullstream	Saccade	Partial	20	2444	2454	10							138.5	138.5							
