	Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
72363	Recording095	participant15_trial03	Entire Recording	1		Saccade	Partial	1	0	25	25							103.14	103.34							
72364	Recording095	participant15_trial03	Entire Recording	1		Saccade	Partial	2	45	105	60							343.85	475.33							
72365	Recording095	participant15_trial03	Entire Recording	1		Saccade	Partial	3	285	305	20							196.01	196.01						0.31561	0.43527
72366	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	1	305	415	110			0.31561	0.43527	3.4029300000000005										
72367	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	2	435	555	120			0.40459	0.50459	3.3506199999999997										
72368	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	4	615	625	10							124.85	124.85							
72369	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	3	705	1264	560			0.44415	0.53788	3.15171										
72370	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	4	1284	1354	70			0.4512	0.6038600000000001	3.1248400000000003										
72371	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	5	1424	1634	210			0.44306999999999996	0.6055	3.10241										
72372	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	6	1674	1804	130			0.44168999999999997	0.62815	3.10807										
72373	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	7	1824	1924	100			0.43449	0.66413	3.13922										
72374	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	8	2074	2274	200			0.44608000000000003	0.6685300000000001	3.1562										
72375	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	9	2344	2474	130			0.45187	0.69698	3.17826										
72376	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	10	2494	2583	90			0.44209	0.69095	3.16597										
72377	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	11	2623	2773	150			0.43304	0.6967800000000001	3.11534										
72378	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	12	2793	2923	130			0.43168	0.6591199999999999	3.09007										
72379	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	13	2943	3033	90			0.42915	0.6481100000000001	3.0850299999999997										
72380	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	5	3093	3113	20							131.34	154.88						0.3818	0.6229399999999999
72381	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	14	3113	3233	120			0.3818	0.6229399999999999	3.07023										
72382	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	6	3323	3393	70							429.12	715.7							
72383	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	7	3423	3453	30							200.98	235.78							
72384	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	8	3493	3513	20							140.47	140.47						0.56181	0.63215
72385	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	15	3513	3603	90			0.56181	0.63215	3.08528										
72386	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	16	3623	3733	110			0.52928	0.61238	3.12817										
72387	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	17	3753	3823	70			0.5316	0.62556	3.17077										
72388	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	9	3823	3833	10							100.22	100.22				0.5316	0.62556		
72389	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	10	3873	3993	120							327.61	512.76							
72390	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	11	4053	4073	20							134.8	134.8							
72391	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	12	4083	4153	70							127.41	150.17						0.33692	0.4577
72392	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	18	4153	4282	130			0.33692	0.4577	3.14233										
72393	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	13	4332	4352	20							122.77	138.3						0.35161	0.43399
72394	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	19	4352	4452	100			0.35161	0.43399	3.1295599999999997										
72395	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	20	4602	4872	270			0.39021	0.51512	3.35515										
72396	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	21	4892	5002	110			0.40575	0.62195	3.5213900000000002										
72397	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	22	5042	5182	140			0.41896000000000005	0.70507	3.51314										
72398	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	23	5322	5682	360			0.46595	0.77491	3.53767										
72399	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	24	5722	5892	170			0.44365	0.78173	3.61205										
72400	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	14	5892	5922	30							464.31	570.43				0.44365	0.78173		
72401	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	15	5992	6012	20							101.0	101.0							
72402	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	16	6021	6071	50							140.96	220.91							
72403	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	17	6101	6121	20							116.59	120.33							
72404	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	25	6271	6381	110			0.61415	0.59807	3.30855										
72405	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	18	6451	6471	20							113.66	113.66							
72406	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	26	6521	6781	260			0.47673999999999994	0.59346	3.26422										
72407	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	27	6801	6881	80			0.40141	0.58034	3.22187										
72408	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	19	6881	6951	70							393.58	658.83				0.40141	0.58034		
72409	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	20	6991	7041	50							124.13	148.76							
72410	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	21	7101	7121	20							141.23	141.23							
72411	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	22	7131	7181	50							258.28	371.5							
72412	Recording095	participant15_trial03	Entire Recording	1	fullstream	Saccade	Partial	23	7261	7301	40							160.85	185.95							
72413	Recording095	participant15_trial03	Entire Recording	1	fullstream	Fixation	Partial	28	7371	7501	130			0.61753	0.69003	3.2316700000000003										
