	Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
70912	Recording093	participant15_trial01	Entire Recording	1		Saccade	Partial	1	55	115	60							354.0	605.64							
70913	Recording093	participant15_trial01	Entire Recording	1		Saccade	Partial	2	135	145	10							194.79	194.79							
70914	Recording093	participant15_trial01	Entire Recording	1		Saccade	Partial	3	345	365	20							159.19	159.19						0.36985999999999997	0.36689
70915	Recording093	participant15_trial01	Entire Recording	1		Fixation	Partial	1	365	455	90			0.36985999999999997	0.36689	3.3092099999999998										
70916	Recording093	participant15_trial01	Entire Recording	1		Saccade	Partial	4	535	555	20							110.31	110.31							
70917	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	2	595	835	240			0.44792	0.44861	3.27166										
70918	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	3	874	954	80			0.47389	0.48703	3.24227										
70919	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	4	974	1104	130			0.48194	0.5182100000000001	3.2833										
70920	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	5	1124	1354	230			0.48491999999999996	0.55909	3.36631										
70921	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	6	1374	1504	130			0.47807	0.64284	3.3248300000000004										
70922	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	7	1544	1804	260			0.46876999999999996	0.62655	3.29566										
70923	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	8	1824	1904	80			0.46993999999999997	0.5936	3.30942										
70924	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	9	1944	2054	110			0.48431	0.57048	3.29375										
70925	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	10	2074	2184	110			0.48233000000000004	0.5928100000000001	3.2707200000000003										
70926	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	11	2224	2294	70			0.47117	0.65317	3.26325										
70927	Recording093	participant15_trial01	Entire Recording	1	fullstream	Saccade	Partial	5	2294	2314	20							116.09	116.09				0.47117	0.65317		
70928	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	12	2354	2873	520			0.46486000000000005	0.67784	3.2800199999999995										
70929	Recording093	participant15_trial01	Entire Recording	1	fullstream	Saccade	Partial	6	2933	2953	20							129.94	130.83						0.41728000000000004	0.66862
70930	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Whole	13	2953	3153	200			0.41728000000000004	0.66862	3.27275										
70931	Recording093	participant15_trial01	Entire Recording	1	fullstream	Saccade	Whole	7	3153	3173	20						33.93	159.39	160.47	4.05			0.41728000000000004	0.66862	0.46226000000000006	0.63836
70932	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	14	3173	3293	120			0.46226000000000006	0.63836	3.25394										
70933	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	15	3313	3403	90			0.45955	0.6202300000000001	3.26307										
70934	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	16	3463	3673	210			0.46426999999999996	0.59912	3.26445										
70935	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	17	3693	3773	80			0.46475	0.5767	3.25983										
70936	Recording093	participant15_trial01	Entire Recording	1	fullstream	Saccade	Whole	8	3773	3793	20						171.24	132.53	160.87	3.64			0.46475	0.5767	0.42446000000000006	0.5704899999999999
70937	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	18	3793	3973	180			0.42446000000000006	0.5704899999999999	3.2541599999999997										
70938	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	19	3993	4083	90			0.47035	0.57997	3.2189200000000002										
70939	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	20	4123	4243	120			0.44922	0.58472	3.21359										
70940	Recording093	participant15_trial01	Entire Recording	1	fullstream	Saccade	Partial	9	4263	4312	50							446.56	527.27							
70941	Recording093	participant15_trial01	Entire Recording	1	fullstream	Saccade	Partial	10	4332	4352	20							134.07	134.07							
70942	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	21	4372	4452	80			0.62058	0.60354	3.13458										
70943	Recording093	participant15_trial01	Entire Recording	1	fullstream	Saccade	Partial	11	4452	4482	30							140.51	178.48				0.62058	0.60354		
70944	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	22	4522	4642	120			0.51008	0.58349	3.1518										
70945	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	23	4662	4902	240			0.4877	0.60283	3.17898										
70946	Recording093	participant15_trial01	Entire Recording	1	fullstream	Fixation	Partial	24	4922	5012	90			0.51507	0.62608	3.1661										
70947	Recording093	participant15_trial01	Entire Recording	1	fullstream	Saccade	Partial	12	5072	5092	20							171.98	171.98						0.3561	0.61323
